person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
25,51000,3,0.0,3,2,9600,10.99,0.19,1,2,0
24,66000,0,8.0,4,3,15000,18.25,0.23,0,4,0
24,45000,3,7.0,0,3,9600,15.31,0.21,1,3,1
26,66000,2,0.0,2,2,18000,13.49,0.27,1,3,0
26,60000,0,0.0,3,0,5000,7.9,0.08,0,2,1
26,53000,3,7.0,5,1,9600,11.71,0.18,0,2,0
21,53000,3,3.0,4,3,9600,10.99,0.18,1,4,0
22,53000,3,2.0,5,0,9600,7.66,0.18,0,4,0
23,66000,0,7.0,5,0,15000,6.03,0.23,0,4,0
22,66000,0,4.0,1,0,6000,7.9,0.09,0,3,0
22,54000,3,6.0,4,0,9600,7.9,0.18,0,4,0
22,66000,0,0.0,1,0,6000,7.51,0.09,0,2,0
22,66000,2,6.0,1,0,5000,7.9,0.08,0,4,0
22,66000,2,6.0,0,3,7500,17.58,0.11,1,4,0
25,60000,0,5.0,2,2,8000,14.27,0.13,0,3,1
23,66000,0,5.0,5,0,6000,6.62,0.09,0,2,0
25,49000,3,10.0,1,0,9600,7.51,0.2,0,2,1
22,55000,3,3.0,3,0,9600,8.9,0.17,0,4,0
23,55000,3,7.0,5,0,9600,7.49,0.17,0,2,0
26,55000,3,4.0,5,0,9600,7.66,0.17,0,2,0
22,49000,3,3.0,0,3,9600,10.99,0.2,0,2,1
23,66000,0,4.0,5,1,3000,10.99,0.05,0,4,0
22,60000,0,4.0,1,0,14000,7.49,0.23,0,2,1
25,66000,2,9.0,4,0,15000,7.49,0.23,0,4,0
22,66000,2,1.0,5,2,15000,14.79,0.23,1,3,0
26,58000,3,10.0,1,2,9600,13.99,0.17,1,4,0
23,60000,3,0.0,1,2,9600,14.65,0.16,1,2,0
22,60000,3,4.0,4,0,9600,7.9,0.16,0,3,0
25,60000,3,9.0,0,0,9600,7.9,0.16,0,2,0
26,66000,0,7.0,4,1,4000,11.99,0.06,0,2,0
23,66000,0,8.0,1,1,8750,9.99,0.13,0,2,0
23,54000,3,2.0,4,5,9600,20.62,0.18,1,2,1
25,54000,3,5.0,2,3,9600,15.62,0.18,0,2,1
25,66000,0,9.0,3,1,6600,11.49,0.1,0,4,0
22,66000,0,6.0,0,1,10000,11.49,0.15,0,3,0
23,66000,0,4.0,4,0,10000,5.42,0.15,0,3,0
26,66000,0,10.0,0,0,15500,7.49,0.23,0,2,0
24,66000,0,7.0,5,2,11200,13.99,0.17,0,2,0
21,66000,0,5.0,1,0,4500,7.49,0.07,0,2,0
25,63000,3,5.0,1,3,9600,14.46,0.15,1,4,0
23,66000,0,7.0,5,1,2700,10.74,0.04,0,3,0
22,66000,0,6.0,4,0,12000,5.79,0.18,0,3,0
22,65000,3,6.0,4,2,9600,12.99,0.15,1,4,0
26,59000,3,3.0,1,0,9600,7.49,0.16,0,3,1
23,66000,0,7.0,4,1,10000,9.63,0.15,0,4,0
22,65000,3,3.0,3,2,9600,11.97,0.15,0,2,0
26,66000,0,6.0,0,1,7000,9.63,0.11,0,2,0
24,65450,3,7.0,0,0,9600,8.49,0.15,0,2,0
24,66000,3,8.0,4,1,9600,11.26,0.15,0,3,0
21,66000,0,5.0,3,0,18000,6.91,0.27,0,3,0
22,68004,3,4.0,0,0,9600,7.51,0.14,0,2,0
24,66000,0,8.0,3,0,15000,6.54,0.23,0,4,0
24,69996,3,1.0,1,1,9600,11.71,0.14,0,4,0
22,66000,0,6.0,5,1,2400,10.99,0.04,0,2,0
26,64000,3,0.0,1,2,9600,11.97,0.15,0,4,1
22,66000,0,4.0,0,0,2700,6.76,0.04,0,3,0
23,70560,3,1.0,3,0,9600,7.9,0.14,0,4,0
25,66000,0,4.0,2,2,15000,14.35,0.23,0,4,0
22,66000,0,5.0,0,0,8500,7.51,0.13,0,2,0
23,66000,0,3.0,5,0,6000,7.88,0.09,0,2,0
22,66000,0,4.0,5,0,3000,7.51,0.05,0,3,0
23,66000,0,0.0,4,0,7800,7.88,0.12,0,3,0
25,71000,3,5.0,2,0,9600,5.79,0.14,0,4,0
22,72576,3,7.0,1,0,9600,7.29,0.13,0,3,0
24,73000,3,5.0,3,2,9600,13.92,0.13,1,3,0
25,75000,3,8.0,4,1,9600,12.69,0.13,0,3,0
26,75000,3,2.0,4,1,9600,10.0,0.13,0,4,0
24,66000,0,5.0,0,1,13000,10.25,0.2,0,2,0
23,66000,0,7.0,5,1,5000,9.88,0.08,0,4,0
21,78000,3,3.0,0,2,9600,10.99,0.12,1,3,0
21,66000,0,4.0,0,0,7000,7.88,0.11,0,2,0
22,66000,0,7.0,4,1,20000,10.25,0.3,0,4,0
26,60000,0,7.0,1,3,15000,14.59,0.25,1,4,1
23,60000,0,5.0,0,2,5600,14.22,0.09,1,4,1
23,80000,3,2.0,4,0,9600,7.88,0.12,0,4,0
26,66000,0,5.0,3,1,15000,9.88,0.23,0,4,0
26,80000,3,4.0,1,0,9600,10.99,0.12,0,2,0
23,66000,0,1.0,1,1,13200,11.14,0.2,0,4,0
25,80000,3,2.0,1,1,9600,12.21,0.12,0,4,0
22,66000,0,4.0,1,1,17500,11.48,0.27,0,3,0
22,81960,3,6.0,4,0,9600,7.29,0.12,0,2,0
25,83000,3,3.0,1,1,9600,10.99,0.12,0,2,0
24,77964,3,4.0,0,3,9600,14.42,0.12,0,2,1
23,85000,3,2.0,3,1,9600,10.99,0.11,0,4,0
26,60000,0,9.0,4,1,10000,12.21,0.17,0,4,1
25,66000,0,0.0,2,1,18500,12.21,0.28,0,2,0
22,73000,3,0.0,4,0,9600,8.94,0.13,0,3,1
24,85392,3,9.0,1,0,9600,7.29,0.11,0,3,0
23,88000,3,7.0,4,0,9600,5.79,0.11,0,3,0
22,66000,0,6.0,1,2,15000,11.72,0.23,1,2,0
25,66000,0,7.0,3,2,5875,10.91,0.09,1,4,0
26,90000,3,2.0,0,2,9600,13.85,0.11,1,4,0
25,66125,0,2.0,1,2,4000,12.53,0.06,1,4,0
25,78000,3,0.0,0,3,9600,14.11,0.12,1,4,1
24,94000,3,6.0,4,2,9600,12.99,0.1,1,2,0
24,94837,3,8.0,2,1,9600,11.99,0.1,0,2,0
22,66250,0,5.0,3,0,8700,6.92,0.13,0,3,0
25,66252,2,10.0,3,2,5000,12.53,0.08,1,4,0
26,66384,0,3.0,5,0,10000,7.88,0.15,0,4,0
22,66396,0,6.0,1,2,15000,13.48,0.23,0,2,0
23,97500,3,0.0,0,1,9600,10.37,0.1,0,3,0
25,66420,0,1.0,3,1,4000,12.18,0.06,0,3,0
23,66480,2,6.0,1,0,4000,8.32,0.06,0,2,0
25,66500,0,9.0,0,1,5000,9.63,0.08,0,3,0
26,120640,3,0.0,1,2,9600,14.22,0.08,0,4,0
21,28000,3,1.0,2,2,9700,11.34,0.35,0,2,1
24,66500,0,0.0,2,0,8800,8.59,0.13,0,4,0
24,66500,0,7.0,5,2,1400,12.53,0.02,1,4,0
21,70000,3,5.0,3,1,9700,12.53,0.14,0,4,0
26,66504,0,10.0,1,2,12000,12.53,0.18,0,3,0
24,60516,1,8.0,0,1,18000,11.26,0.3,0,4,1
24,66600,2,3.0,5,1,7200,10.65,0.11,0,4,0
23,66661,0,7.0,3,1,1500,11.49,0.02,0,3,0
24,66766,0,4.0,2,0,9000,6.99,0.13,0,2,0
26,66800,0,0.0,4,1,2500,11.49,0.04,0,4,0
26,66912,0,10.0,3,0,12000,5.42,0.18,0,3,0
23,66912,0,7.0,4,2,16000,12.73,0.24,0,3,0
25,30000,3,1.0,1,0,9950,8.49,0.33,0,4,1
26,66948,2,11.0,4,1,20000,10.95,0.3,0,4,0
22,66996,0,6.0,1,1,6000,10.37,0.09,0,3,0
24,66996,0,5.0,1,1,10000,9.62,0.15,0,2,0
24,18000,3,0.0,2,0,10000,7.29,0.56,0,4,1
22,66996,2,3.0,5,2,7000,14.72,0.1,1,3,0
21,19200,3,0.0,2,1,10000,10.99,0.52,0,3,1
23,66996,0,2.0,0,0,7000,7.88,0.1,0,4,0
23,66996,0,7.0,3,0,10000,9.32,0.15,0,3,0
22,20000,3,4.0,5,0,10000,6.62,0.5,0,2,1
24,66996,0,8.0,3,0,1000,9.32,0.01,0,4,0
22,20000,3,2.0,1,0,10000,7.49,0.5,0,4,1
22,20008,3,2.0,1,1,10000,10.95,0.5,0,2,1
21,21000,3,2.0,1,1,10000,11.71,0.48,0,2,1
24,67000,2,2.0,3,1,16000,12.69,0.24,0,4,0
22,21000,3,4.0,1,2,10000,13.72,0.48,1,2,1
22,21000,3,2.0,0,2,10000,12.73,0.48,1,4,1
22,67000,2,5.0,1,3,7500,16.29,0.11,1,3,0
25,67000,0,3.0,4,0,3000,7.9,0.04,0,3,0
26,67000,0,1.0,5,0,29000,7.51,0.43,0,2,0
23,67000,0,7.0,3,1,2500,11.71,0.04,0,3,0
26,67000,0,4.0,3,0,10400,8.9,0.16,0,4,0
23,21000,3,3.0,3,2,10000,13.16,0.48,1,4,1
23,21000,3,3.0,4,1,10000,12.21,0.48,0,4,1
23,67000,0,7.0,5,0,10000,10.99,0.15,0,3,0
24,21600,3,4.0,3,1,10000,9.91,0.46,0,3,1
26,22000,3,10.0,5,1,10000,9.63,0.45,0,4,1
26,22000,3,9.0,3,3,10000,14.59,0.45,1,2,1
24,67000,0,9.0,1,0,10400,5.99,0.16,0,2,0
22,67000,0,0.0,1,1,12000,11.99,0.18,0,4,0
23,67000,0,2.0,0,0,5600,7.49,0.08,0,2,0
22,23000,3,6.0,3,1,10000,9.88,0.43,0,2,1
24,67000,0,0.0,0,0,4000,7.49,0.06,0,3,0
25,23387,3,2.0,4,0,10000,7.51,0.43,0,4,1
26,23624,3,6.0,4,1,10000,9.88,0.42,0,2,1
24,23700,3,8.0,5,0,10000,9.32,0.42,0,4,1
25,24000,3,4.0,2,1,10000,9.91,0.42,0,4,1
21,24000,3,5.0,1,0,10000,10.99,0.42,0,2,1
26,24000,3,3.0,3,0,10000,10.99,0.42,0,2,1
24,24000,3,3.0,0,1,10000,10.38,0.42,0,4,1
24,67000,0,2.0,2,1,12150,10.37,0.18,0,3,0
23,67000,0,3.0,0,0,9250,5.79,0.14,0,2,0
22,67000,0,7.0,0,0,8800,7.51,0.13,0,2,0
22,67000,0,6.0,5,0,4000,6.76,0.06,0,3,0
21,24000,3,4.0,0,2,10000,13.48,0.42,0,2,1
23,67000,2,1.0,5,0,3250,6.76,0.05,0,2,0
24,24000,3,6.0,0,1,10000,10.99,0.42,0,4,1
22,24000,3,6.0,0,0,10000,10.99,0.42,0,3,1
22,67000,2,3.0,1,0,12000,8.59,0.18,0,2,0
24,24000,3,3.0,5,1,10000,8.7,0.42,0,2,1
21,67000,0,5.0,1,3,25000,15.65,0.37,1,2,0
23,67000,2,7.0,4,2,6400,10.99,0.1,0,3,0
23,24960,3,0.0,4,1,10000,9.64,0.4,0,4,1
26,24996,3,2.0,4,1,10000,10.99,0.4,0,4,1
24,67000,2,3.0,5,2,13000,10.99,0.19,1,3,0
22,24996,3,3.0,3,0,10000,8.94,0.4,0,4,1
21,25000,3,1.0,4,0,10000,10.99,0.4,0,4,1
23,67000,0,0.0,5,0,6000,9.32,0.09,0,2,0
26,67000,0,10.0,4,1,10000,12.21,0.15,0,3,0
23,67000,0,1.0,1,4,16000,16.32,0.24,1,2,0
23,61000,0,7.0,2,2,18000,12.09,0.3,1,3,1
25,67000,0,0.0,1,0,7000,8.63,0.1,0,3,0
25,25000,3,4.0,0,0,10000,7.66,0.4,0,4,1
24,25000,3,4.0,5,1,10000,11.36,0.4,0,2,1
23,25000,3,3.0,5,1,10000,11.83,0.4,0,3,1
24,61100,0,4.0,0,3,25000,17.49,0.41,0,3,1
22,67145,0,2.0,1,1,10000,10.62,0.15,0,4,0
22,25000,3,0.0,4,0,10000,8.59,0.4,0,2,1
25,67200,0,9.0,2,2,15000,10.99,0.22,0,4,0
25,25000,3,3.0,4,3,10000,14.11,0.4,1,2,1
23,67200,0,7.0,5,0,16000,6.03,0.24,0,2,0
23,67200,0,7.0,1,0,5525,6.99,0.08,0,4,0
22,67200,0,2.0,4,1,5000,9.99,0.07,0,2,0
25,67200,0,9.0,3,2,5000,13.8,0.07,1,2,0
23,25920,3,4.0,1,3,10000,15.58,0.39,0,2,1
24,61200,0,8.0,1,2,2500,10.99,0.04,0,4,1
25,67200,0,6.0,2,1,3250,11.49,0.05,0,2,0
22,26000,3,1.0,0,1,10000,10.65,0.38,0,3,1
26,67260,0,9.0,2,0,6500,7.14,0.1,0,2,0
24,26000,3,6.0,4,1,10000,10.99,0.38,0,4,1
23,52102,0,1.0,3,1,3500,10.75,0.06,0,3,1
22,67320,0,7.0,1,2,3900,14.35,0.06,1,4,0
24,26000,3,8.0,1,4,10000,16.63,0.38,1,2,1
22,67350,0,6.0,1,3,9600,14.96,0.14,0,4,0
24,67430,0,8.0,3,2,12000,12.87,0.18,1,4,0
22,67440,0,6.0,1,1,5500,10.25,0.08,0,4,0
22,26400,3,0.0,5,2,10000,13.49,0.38,0,3,1
21,52244,0,5.0,3,2,4000,10.99,0.07,0,2,1
24,61499,0,8.0,0,3,19600,15.65,0.32,0,2,1
22,26400,3,1.0,1,0,10000,7.49,0.38,0,3,1
24,67500,0,2.0,1,1,14400,11.71,0.21,0,2,0
22,26400,3,1.0,4,3,10000,16.02,0.38,0,2,1
21,26400,3,3.0,3,0,10000,10.99,0.38,0,2,1
24,26400,3,5.0,3,0,10000,6.54,0.38,0,4,1
24,67500,0,3.0,4,0,3000,7.88,0.04,0,4,0
22,26400,3,3.0,4,1,10000,9.88,0.38,0,2,1
23,27000,3,6.0,3,1,10000,10.65,0.37,0,3,1
23,27000,3,5.0,3,1,10000,10.99,0.37,0,2,1
24,27000,3,0.0,0,2,10000,12.73,0.37,0,2,1
22,27048,3,0.0,1,2,10000,12.61,0.37,1,4,1
22,27376,3,0.0,1,2,10000,10.28,0.37,0,3,1
23,27996,3,7.0,0,0,10000,10.99,0.36,0,2,1
22,28000,3,6.0,1,0,10000,5.42,0.36,0,3,1
24,28000,3,8.0,3,0,10000,6.91,0.36,0,3,1
25,67675,0,9.0,3,2,3000,14.35,0.04,0,3,0
21,28600,3,3.0,4,2,10000,11.34,0.35,1,3,1
25,29000,3,5.0,5,0,10000,7.49,0.34,0,2,1
22,29000,3,6.0,3,0,10000,7.29,0.34,0,3,1
22,67775,0,3.0,1,2,9600,14.79,0.14,1,4,0
24,29000,3,1.0,5,1,10000,10.74,0.34,0,2,1
21,29000,3,5.0,0,1,10000,10.0,0.34,0,4,1
22,67807,0,6.0,5,0,6400,7.14,0.09,0,3,0
23,61836,0,4.0,0,3,1700,16.77,0.03,0,4,1
26,67900,0,2.0,0,0,2400,8.49,0.04,0,4,0
26,29406,3,5.0,2,1,10000,11.71,0.34,0,4,1
24,67992,0,8.0,0,1,12000,10.75,0.18,0,2,0
23,68000,0,7.0,5,0,12000,7.51,0.18,0,3,0
25,68000,0,3.0,2,3,6500,16.29,0.1,1,3,0
23,30000,3,0.0,2,2,10000,15.27,0.33,1,4,1
22,68000,0,6.0,1,3,20000,16.77,0.29,1,4,0
22,68000,0,6.0,0,0,16000,7.9,0.24,0,4,0
23,30000,3,7.0,1,2,10000,13.99,0.33,0,2,1
21,30000,3,5.0,5,1,10000,11.99,0.33,0,4,1
24,30000,3,0.0,4,4,10000,19.29,0.33,1,3,1
23,30000,3,3.0,0,0,10000,7.49,0.33,0,2,1
26,30000,3,1.0,0,0,10000,6.99,0.33,0,4,1
22,68000,0,6.0,1,2,9000,15.27,0.13,0,2,0
23,52700,0,7.0,3,3,8000,16.29,0.13,1,2,1
25,68000,2,8.0,2,1,6000,12.42,0.09,0,4,0
23,68000,0,7.0,3,1,10000,9.91,0.15,0,4,0
21,52700,0,4.0,3,3,26400,16.49,0.43,0,3,1
22,68000,0,6.0,1,0,11000,6.99,0.16,0,4,0
23,68000,0,5.0,1,1,11500,9.99,0.17,0,3,0
22,30000,3,6.0,0,1,10000,10.37,0.33,0,4,1
24,30000,3,3.0,3,0,10000,5.79,0.33,0,4,1
24,68000,0,8.0,3,0,8000,7.49,0.12,0,4,0
25,30000,3,9.0,3,0,10000,7.51,0.33,0,2,1
22,68000,0,3.0,5,0,6500,5.99,0.1,0,4,0
22,30000,3,4.0,1,1,10000,11.86,0.33,0,2,1
22,68000,0,6.0,4,0,10000,7.49,0.15,0,2,0
25,68000,0,2.0,5,2,6500,12.99,0.1,1,3,0
22,30000,3,4.0,1,2,10000,14.35,0.33,0,3,1
22,30000,3,5.0,4,2,10000,13.98,0.33,1,2,1
25,68000,0,9.0,0,1,8000,10.99,0.12,0,3,0
24,30000,3,4.0,0,3,10000,10.99,0.33,1,3,1
26,68000,0,10.0,1,0,10000,8.49,0.15,0,3,0
22,68000,0,6.0,4,1,10000,10.74,0.15,0,2,0
26,68000,0,3.0,0,0,10000,5.79,0.15,0,2,0
25,30000,3,4.0,3,0,10000,7.51,0.33,0,3,1
24,68000,0,1.0,5,0,6000,10.99,0.09,0,2,0
23,68000,0,3.0,5,1,9750,10.37,0.14,0,3,0
23,30000,3,3.0,4,1,10000,11.48,0.33,0,4,1
23,30000,3,7.0,3,1,10000,12.18,0.33,0,3,1
23,68000,0,2.0,5,1,10000,10.37,0.15,0,2,0
21,30000,3,1.0,3,1,10000,11.14,0.33,0,2,1
22,30000,3,7.0,5,1,10000,11.14,0.33,0,2,1
23,68000,0,7.0,4,0,12000,5.42,0.18,0,4,0
23,30000,3,3.0,4,1,10000,11.14,0.33,0,2,1
24,30000,3,0.0,3,3,10000,14.61,0.33,0,3,1
23,30000,3,4.0,4,3,10000,10.99,0.33,1,4,1
26,68000,0,2.0,3,0,3600,6.54,0.05,0,3,0
22,68000,0,6.0,1,1,10000,10.99,0.15,0,2,0
22,68000,0,6.0,3,0,13000,7.88,0.19,0,2,0
22,30000,3,1.0,3,0,10000,9.63,0.33,0,4,1
24,68000,0,7.0,1,0,6000,7.88,0.09,0,2,0
22,30000,3,1.0,3,2,10000,12.53,0.33,0,4,1
22,68000,0,6.0,3,0,3500,6.39,0.05,0,4,0
24,30000,3,4.0,0,2,10000,11.66,0.33,0,2,1
24,30000,3,0.0,4,0,10000,8.38,0.33,0,2,1
23,68000,2,2.0,5,0,14000,10.99,0.21,0,3,0
23,30680,3,7.0,0,1,10000,10.37,0.33,0,4,1
26,30720,3,4.0,0,1,10000,11.49,0.33,0,3,1
25,30720,3,6.0,1,1,10000,10.37,0.33,0,2,1
22,68000,0,3.0,1,1,14800,9.88,0.22,0,4,0
26,30720,3,5.0,0,0,10000,7.88,0.33,0,2,1
26,68000,0,10.0,1,0,6500,10.99,0.1,0,2,0
22,31000,3,6.0,4,0,10000,8.9,0.32,0,4,1
26,68000,2,8.0,4,1,24250,12.18,0.36,0,4,0
24,68000,0,8.0,2,0,3600,7.74,0.05,0,4,0
24,31000,3,2.0,5,2,10000,14.65,0.32,0,2,1
26,68000,2,6.0,4,2,21000,13.92,0.31,0,4,0
22,31000,3,3.0,5,4,10000,19.42,0.32,1,2,1
22,31000,3,4.0,4,0,10000,10.99,0.32,0,4,1
23,31000,3,0.0,3,0,10000,7.51,0.32,0,2,1
25,62000,0,2.0,2,4,20000,17.04,0.32,0,3,1
25,31200,3,3.0,3,1,10000,9.91,0.32,0,4,1
23,68000,0,0.0,1,0,4000,10.99,0.06,0,4,0
24,68000,0,1.0,4,4,5500,15.68,0.08,0,4,0
26,68000,0,9.0,1,2,12000,10.99,0.18,1,3,0
23,68000,0,4.0,1,0,1000,8.0,0.01,0,3,0
22,31200,3,5.0,4,2,10000,12.73,0.32,0,4,1
23,68000,0,2.0,0,2,21000,12.84,0.31,0,2,0
26,52700,0,3.0,3,3,7500,13.8,0.12,0,2,1
23,62000,0,8.0,2,2,9000,11.03,0.15,0,2,1
24,68004,0,5.0,2,0,4200,5.42,0.06,0,4,0
26,32000,3,6.0,4,0,10000,6.99,0.31,0,3,1
24,68004,0,7.0,1,0,4000,6.39,0.06,0,3,0
26,52703,0,5.0,3,1,4000,11.89,0.06,0,4,1
21,68004,0,5.0,1,1,16000,11.26,0.24,0,3,0
23,32000,3,5.0,3,0,10000,7.29,0.31,0,3,1
23,32000,3,7.0,5,2,10000,13.11,0.31,1,4,1
24,68069,0,4.0,5,0,8100,10.99,0.12,0,4,0
22,32000,3,4.0,5,3,10000,16.07,0.31,0,2,1
22,32000,3,2.0,5,2,10000,13.22,0.31,0,3,1
25,68250,0,3.0,1,0,17000,10.99,0.25,0,3,0
23,32004,3,3.0,3,2,10000,13.79,0.31,1,3,1
22,32376,3,1.0,1,2,10000,13.61,0.31,1,4,1
21,32400,3,1.0,1,1,10000,11.48,0.31,0,2,1
26,68399,0,7.0,4,0,10500,6.91,0.15,0,3,0
25,62400,2,7.0,4,4,4000,18.39,0.06,1,2,1
24,68400,0,4.0,4,0,3000,5.42,0.04,0,4,0
23,32580,3,0.0,4,1,10000,11.14,0.31,0,3,1
22,32647,3,7.0,5,1,10000,11.48,0.31,0,3,1
24,68400,2,8.0,3,0,6000,6.54,0.09,0,4,0
23,68400,0,4.0,5,1,1800,8.88,0.03,0,4,0
25,33000,3,3.0,5,0,10000,7.51,0.3,0,4,0
26,33000,3,3.0,4,1,10000,11.71,0.3,0,3,0
23,33000,3,4.0,1,2,10000,14.65,0.3,0,3,0
23,33000,3,4.0,1,1,10000,11.99,0.3,0,4,0
23,33000,3,1.0,3,0,10000,5.42,0.3,0,3,0
21,33000,3,5.0,0,3,10000,10.99,0.3,0,4,1
26,33200,3,2.0,3,1,10000,11.49,0.3,0,2,0
22,68500,0,3.0,4,1,12000,10.99,0.18,0,4,0
21,33276,3,1.0,0,1,10000,11.83,0.3,0,3,0
23,33280,3,2.0,1,0,10000,7.51,0.3,0,4,0
26,68500,0,7.0,3,0,9000,7.88,0.13,0,4,0
22,33280,3,2.0,5,2,10000,12.53,0.3,1,4,0
23,62500,0,3.0,0,3,10000,15.7,0.16,0,3,1
25,33500,3,2.0,5,1,10000,10.25,0.3,0,3,0
26,68500,0,0.0,1,1,6500,11.14,0.09,0,2,0
23,68500,0,7.0,1,2,4200,11.66,0.06,1,4,0
24,33500,3,2.0,5,2,10000,13.16,0.3,1,3,0
22,33600,3,2.0,3,1,10000,10.99,0.3,0,4,0
24,33600,3,1.0,0,1,10000,9.88,0.3,0,4,1
22,33600,3,3.0,1,1,10000,10.25,0.3,0,3,0
25,33600,3,2.0,3,2,10000,11.03,0.3,1,4,0
22,62654,0,4.0,2,3,6000,14.74,0.1,0,4,1
22,68670,0,5.0,1,0,20000,6.91,0.29,0,3,0
23,68686,0,7.0,0,0,6000,10.99,0.09,0,2,0
25,33996,3,4.0,2,2,10000,12.53,0.29,0,2,1
21,34000,3,5.0,1,1,10000,9.91,0.29,0,4,0
21,34000,3,0.0,1,2,10000,13.61,0.29,1,4,0
22,34500,3,0.0,0,2,10000,13.79,0.29,0,2,0
24,68900,0,2.0,2,1,19500,11.83,0.28,0,2,0
25,53467,0,5.0,3,3,25000,15.7,0.4,1,4,1
26,34995,3,4.0,1,0,10000,7.88,0.29,0,2,0
24,35000,3,1.0,0,1,10000,10.99,0.29,0,4,0
21,69000,0,5.0,4,0,13250,6.62,0.19,0,2,0
26,63000,0,4.0,1,2,12000,15.27,0.19,0,2,1
25,69000,0,9.0,3,0,25000,6.99,0.36,0,2,0
22,69000,0,0.0,1,0,15000,8.49,0.22,0,2,0
23,35000,3,2.0,5,0,10000,7.29,0.29,0,4,0
21,35000,3,6.0,5,0,10000,7.66,0.29,0,3,0
23,35000,3,1.0,1,0,10000,5.79,0.29,0,2,0
23,29000,3,0.0,1,4,10000,17.93,0.34,1,3,1
24,35000,3,8.0,0,2,10000,13.48,0.29,0,4,0
22,69000,0,6.0,3,0,6500,5.99,0.09,0,2,0
23,69000,2,7.0,3,0,9000,5.99,0.13,0,3,0
25,69000,0,7.0,2,0,9600,7.49,0.14,0,3,0
26,69000,0,8.0,4,0,15000,7.49,0.22,0,3,0
23,69000,0,7.0,3,2,8325,13.49,0.12,0,4,0
26,69000,0,10.0,4,2,5000,14.17,0.07,0,4,0
24,69000,0,9.0,0,1,3000,11.11,0.04,0,2,0
24,35000,3,3.0,0,2,10000,12.73,0.29,1,4,0
22,35000,3,2.0,5,1,10000,10.99,0.29,0,2,0
23,35000,3,3.0,0,2,10000,13.22,0.29,0,2,0
24,35004,3,0.0,4,2,10000,12.84,0.29,1,4,0
25,69000,0,5.0,4,1,20000,10.75,0.29,0,2,0
24,69000,0,9.0,3,0,7200,7.88,0.1,0,2,0
26,69000,0,10.0,3,0,6000,7.14,0.09,0,3,0
21,35364,3,3.0,5,1,10000,10.99,0.28,0,4,0
25,35364,3,0.0,1,0,10000,9.32,0.28,0,3,0
24,69000,0,3.0,4,1,11000,10.62,0.16,0,3,0
26,69000,0,4.0,5,3,16000,15.7,0.23,0,4,0
25,69000,0,3.0,5,0,6000,7.88,0.09,0,2,0
26,69000,0,2.0,0,0,11000,10.99,0.16,0,2,0
26,69000,0,7.0,5,2,18000,14.22,0.26,1,4,0
24,69000,0,7.0,2,4,5200,17.19,0.08,0,2,0
25,69000,0,9.0,2,2,15900,13.22,0.23,1,3,0
26,36000,3,7.0,5,1,10000,10.99,0.28,0,3,0
22,69000,0,4.0,1,0,1000,7.4,0.01,0,2,0
23,69000,0,7.0,5,1,15000,11.58,0.22,0,3,0
22,69000,0,4.0,1,3,15000,14.42,0.22,1,2,0
25,36000,3,2.0,0,1,10000,12.42,0.28,0,4,0
23,69000,0,0.0,1,1,8000,10.95,0.12,0,2,0
22,69000,0,6.0,4,2,7800,12.41,0.11,1,3,0
22,36000,3,4.0,4,0,10000,6.03,0.28,0,3,0
23,69000,0,1.0,5,1,19000,9.51,0.28,0,2,0
26,69063,0,4.0,2,0,6625,7.66,0.1,0,4,0
22,69077,0,2.0,4,0,10000,7.51,0.14,0,3,0
23,36000,3,5.0,3,1,10000,9.99,0.28,0,4,0
24,36000,3,3.0,1,0,10000,5.99,0.28,0,3,0
22,69383,0,6.0,4,2,8500,10.99,0.12,1,3,0
22,36000,3,5.0,3,2,10000,13.49,0.28,0,2,0
25,36000,3,2.0,3,0,10000,7.49,0.28,0,4,0
23,69500,2,4.0,5,0,16800,7.51,0.24,0,3,0
22,69500,0,6.0,5,2,6000,13.48,0.09,1,2,0
25,36000,3,0.0,4,1,10000,11.11,0.28,0,2,0
22,36000,3,3.0,1,2,10000,14.72,0.28,0,2,0
24,69504,0,3.0,5,0,10000,7.66,0.14,0,4,0
24,63508,0,8.0,2,1,2500,11.14,0.04,0,4,1
25,69570,2,0.0,4,0,1500,7.74,0.02,0,2,0
24,63582,0,3.0,2,2,14000,13.85,0.22,0,3,1
25,36000,3,2.0,4,1,10000,10.99,0.28,0,2,0
23,69600,2,7.0,5,1,1925,9.91,0.03,0,4,0
21,36000,3,3.0,1,1,10000,10.62,0.28,0,3,0
22,36000,3,4.0,1,2,10000,13.48,0.28,1,4,0
25,69600,0,9.0,5,1,7000,11.49,0.1,0,2,0
23,69600,0,7.0,0,0,1200,6.99,0.02,0,3,0
23,63600,0,4.0,0,1,20000,10.99,0.31,0,3,1
21,36000,3,3.0,3,2,10000,13.22,0.28,0,4,0
26,69600,0,3.0,5,2,5000,11.66,0.07,0,4,0
21,36000,3,5.0,4,1,10000,11.48,0.28,0,4,0
26,69654,0,10.0,3,2,7500,10.99,0.11,1,3,0
24,69684,0,4.0,3,1,2400,10.99,0.03,0,4,0
22,36000,3,2.0,5,1,10000,11.14,0.28,0,3,0
23,69743,0,7.0,4,3,1000,14.11,0.01,0,3,0
